time,A,B,C
2020-07-12 21:50:00,11.2,11.5,12.9
2020-07-12 22:00:00,10.7,11.4,12.6
2020-07-12 22:10:00,10.6,11.3,12.5
2020-07-12 22:20:00,10.6,11.1,12.3
2020-07-12 22:30:00,10.5,11.1,12.0
2020-07-12 22:40:00,10.2,11.0,12.0
2020-07-12 22:50:00,10.3,11.1,11.8
2020-07-12 23:00:00,9.6,10.8,11.7
2020-07-12 23:10:00,9.9,10.6,11.6
2020-07-12 23:20:00,9.6,10.4,11.5
2020-07-12 23:30:00,9.3,10.3,11.4
2020-07-12 23:40:00,9.5,10.3,11.1
2020-07-12 23:50:00,9.4,10.2,11.2
2020-07-13 00:00:00,9.1,10.0,11.4
2020-07-13 00:10:00,9.2,10.1,11.4
2020-07-13 00:20:00,8.9,9.8,11.6
2020-07-13 00:30:00,8.8,9.9,11.4
2020-07-13 00:40:00,8.7,9.8,11.4
2020-07-13 00:50:00,8.7,9.7,11.4
2020-07-13 01:00:00,8.7,9.6,11.3
2020-07-13 01:10:00,8.6,9.4,11.3
2020-07-13 01:20:00,8.6,9.4,11.3
2020-07-13 01:30:00,8.1,9.4,11.2
2020-07-13 01:40:00,8.1,9.3,11.2
2020-07-13 01:50:00,8.0,9.2,11.0
2020-07-13 02:00:00,7.8,9.1,10.9
2020-07-13 02:10:00,7.9,9.1,10.3
2020-07-13 02:20:00,8.0,9.0,10.0
2020-07-13 02:30:00,7.7,9.1,9.9
2020-07-13 02:40:00,7.6,9.0,9.9
2020-07-13 02:50:00,7.5,8.7,9.9
2020-07-13 03:00:00,7.7,8.8,9.6
2020-07-13 03:10:00,7.5,8.7,9.9
2020-07-13 03:20:00,7.5,8.7,9.9
2020-07-13 03:30:00,7.4,8.6,9.8
2020-07-13 03:40:00,7.4,8.6,9.6
2020-07-13 03:50:00,7.5,8.5,9.6
2020-07-13 04:00:00,7.5,8.5,9.7
2020-07-13 04:10:00,8.0,8.7,9.8
2020-07-13 04:20:00,8.3,8.7,10.1
2020-07-13 04:30:00,8.8,8.8,10.6
2020-07-13 04:40:00,9.8,9.4,10.7
2020-07-13 04:50:00,10.4,9.9,11.1
2020-07-13 05:00:00,11.0,11.3,11.8
2020-07-13 05:10:00,11.3,12.2,12.4
2020-07-13 05:20:00,11.9,13.4,12.8
2020-07-13 05:30:00,12.5,13.5,13.2
2020-07-13 05:40:00,12.9,14.2,13.8
2020-07-13 05:50:00,13.7,14.6,14.2
2020-07-13 06:00:00,14.5,14.8,14.8
2020-07-13 06:10:00,15.3,15.2,15.3
2020-07-13 06:20:00,16.3,15.9,16.0
2020-07-13 06:30:00,16.8,16.5,16.6
2020-07-13 06:40:00,17.4,16.6,17.2
2020-07-13 06:50:00,17.2,17.4,17.6
2020-07-13 07:00:00,17.7,17.9,17.7
2020-07-13 07:10:00,18.0,18.0,18.2
2020-07-13 07:20:00,18.0,18.6,18.6
2020-07-13 07:30:00,17.9,18.8,19.0
2020-07-13 07:40:00,18.6,19.0,19.6
2020-07-13 07:50:00,18.9,19.6,19.9
2020-07-13 08:00:00,19.0,19.7,20.2
2020-07-13 08:10:00,18.6,20.2,20.5
2020-07-13 08:20:00,19.6,20.3,21.5
2020-07-13 08:30:00,18.5,20.4,21.5
2020-07-13 08:40:00,19.1,20.5,22.3
2020-07-13 08:50:00,19.7,20.6,22.8
2020-07-13 09:00:00,19.0,20.7,22.8
2020-07-13 09:10:00,19.6,19.8,23.2
2020-07-13 09:20:00,19.5,18.9,24.3
2020-07-13 09:30:00,20.5,20.9,23.9
2020-07-13 09:40:00,21.2,20.7,23.9
2020-07-13 09:50:00,20.5,20.9,24.6
2020-07-13 10:00:00,19.8,20.3,24.3
2020-07-13 10:10:00,18.8,21.4,24.4
2020-07-13 10:20:00,19.4,22.1,24.3
2020-07-13 10:30:00,21.6,21.3,25.2
2020-07-13 10:40:00,20.9,21.8,24.9
2020-07-13 10:50:00,20.1,20.9,24.1
2020-07-13 11:00:00,20.1,21.7,25.6
2020-07-13 11:10:00,21.8,21.0,24.2
2020-07-13 11:20:00,21.3,21.7,24.9
2020-07-13 11:30:00,20.4,22.5,26.0
2020-07-13 11:40:00,21.0,22.6,25.7
2020-07-13 11:50:00,21.4,21.6,25.8
2020-07-13 12:00:00,21.7,22.2,24.9
2020-07-13 12:10:00,22.3,22.7,26.6
2020-07-13 12:20:00,21.1,23.1,26.4
2020-07-13 12:30:00,22.3,23.3,26.9
2020-07-13 12:40:00,21.0,23.3,26.4
2020-07-13 12:50:00,20.3,22.6,26.3
2020-07-13 13:00:00,22.2,22.7,27.1
2020-07-13 13:10:00,22.0,23.2,25.1
2020-07-13 13:20:00,22.4,22.9,26.6
2020-07-13 13:30:00,22.9,23.1,26.1
2020-07-13 13:40:00,21.3,23.2,26.8
2020-07-13 13:50:00,21.8,23.4,26.9
2020-07-13 14:00:00,22.6,23.4,26.7
2020-07-13 14:10:00,21.3,23.5,25.4
2020-07-13 14:20:00,22.6,23.1,26.1
2020-07-13 14:30:00,22.3,23.1,26.3
2020-07-13 14:40:00,22.8,23.1,27.1
2020-07-13 14:50:00,22.8,23.1,25.1
2020-07-13 15:00:00,22.0,23.3,26.2
2020-07-13 15:10:00,23.0,23.2,26.8
2020-07-13 15:20:00,23.2,23.3,27.2
2020-07-13 15:30:00,22.0,23.2,26.6
2020-07-13 15:40:00,22.5,23.5,27.0
2020-07-13 15:50:00,21.3,22.7,27.1
2020-07-13 16:00:00,22.2,22.9,27.2
2020-07-13 16:10:00,23.3,22.9,26.5
2020-07-13 16:20:00,22.3,22.7,26.3
2020-07-13 16:30:00,21.0,22.0,25.8
2020-07-13 16:40:00,22.9,22.0,25.3
2020-07-13 16:50:00,23.7,22.2,25.3
2020-07-13 17:00:00,22.9,22.0,24.9
2020-07-13 17:10:00,21.8,22.0,24.2
2020-07-13 17:20:00,21.6,21.6,24.0
2020-07-13 17:30:00,21.9,21.2,23.5
2020-07-13 17:40:00,22.4,20.8,23.0
2020-07-13 17:50:00,21.9,20.5,22.5
2020-07-13 18:00:00,21.4,19.8,21.9
2020-07-13 18:10:00,21.0,18.9,22.0
2020-07-13 18:20:00,20.8,17.9,21.9
2020-07-13 18:30:00,19.8,17.2,21.5
2020-07-13 18:40:00,19.6,16.6,21.3
2020-07-13 18:50:00,19.4,16.1,20.8
2020-07-13 19:00:00,18.6,15.7,19.9
2020-07-13 19:10:00,17.6,15.3,19.1
2020-07-13 19:20:00,17.0,15.1,18.3
2020-07-13 19:30:00,16.3,15.6,17.8
2020-07-13 19:40:00,17.1,16.5,17.2
2020-07-13 19:50:00,16.1,17.7,16.5
2020-07-13 20:00:00,15.7,17.2,16.2
2020-07-13 20:10:00,14.9,17.5,15.8
2020-07-13 20:20:00,14.5,17.5,15.4
2020-07-13 20:30:00,14.3,16.7,15.1
2020-07-13 20:40:00,14.5,14.8,14.7
2020-07-13 20:50:00,14.4,14.4,14.4
2020-07-13 21:00:00,13.9,14.5,14.1
2020-07-13 21:10:00,13.4,14.2,13.9
2020-07-13 21:20:00,13.4,14.5,13.7
2020-07-13 21:30:00,13.4,14.1,13.4
2020-07-13 21:40:00,13.0,13.8,13.2
2020-07-13 21:50:00,12.6,13.8,12.9
2020-07-13 22:00:00,12.5,13.5,12.8
2020-07-13 22:10:00,12.7,13.2,12.6
2020-07-13 22:20:00,12.2,13.0,12.5
2020-07-13 22:30:00,12.8,13.1,12.4
2020-07-13 22:40:00,12.3,13.0,12.3
2020-07-13 22:50:00,12.4,12.3,12.2
2020-07-13 23:00:00,12.2,12.1,12.0
2020-07-13 23:10:00,12.0,11.9,11.9
2020-07-13 23:20:00,12.0,11.7,11.8
2020-07-13 23:30:00,11.8,11.6,11.5
2020-07-13 23:40:00,11.7,11.5,11.4
2020-07-13 23:50:00,11.5,11.2,11.3
2020-07-14 00:00:00,11.6,11.3,11.1
2020-07-14 00:10:00,11.9,11.1,11.0
2020-07-14 00:20:00,11.6,10.9,11.0
2020-07-14 00:30:00,11.2,10.7,10.9
2020-07-14 00:40:00,10.9,10.7,10.8
2020-07-14 00:50:00,10.9,10.4,10.7
2020-07-14 01:00:00,11.0,10.3,10.8
2020-07-14 01:10:00,10.9,10.3,10.7
2020-07-14 01:20:00,10.9,10.2,10.6
2020-07-14 01:30:00,10.8,10.1,10.6
2020-07-14 01:40:00,10.5,9.9,10.4
2020-07-14 01:50:00,10.6,9.8,10.4
2020-07-14 02:00:00,10.6,9.8,10.1
2020-07-14 02:10:00,10.0,9.8,10.3
2020-07-14 02:20:00,10.1,9.6,10.3
2020-07-14 02:30:00,9.8,9.5,10.4
2020-07-14 02:40:00,9.8,9.5,10.4
2020-07-14 02:50:00,9.8,9.4,10.3
2020-07-14 03:00:00,9.5,9.3,10.1
2020-07-14 03:10:00,9.6,9.3,10.0
2020-07-14 03:20:00,10.1,9.2,9.8
2020-07-14 03:30:00,10.0,9.1,9.7
2020-07-14 03:40:00,9.9,9.1,9.6
2020-07-14 03:50:00,10.3,9.0,9.5
2020-07-14 04:00:00,10.7,9.2,9.5
2020-07-14 04:10:00,10.8,9.3,9.6
2020-07-14 04:20:00,10.9,9.4,9.8
2020-07-14 04:30:00,11.4,9.6,9.9
2020-07-14 04:40:00,11.8,9.9,10.0
2020-07-14 04:50:00,12.5,10.1,10.3
2020-07-14 05:00:00,13.0,11.4,10.8
2020-07-14 05:10:00,13.3,12.5,11.7
2020-07-14 05:20:00,14.0,13.1,12.4
2020-07-14 05:30:00,14.8,12.8,13.1
2020-07-14 05:40:00,15.1,13.3,14.1
2020-07-14 05:50:00,15.4,14.6,14.6
2020-07-14 06:00:00,15.8,15.2,15.5
2020-07-14 06:10:00,16.0,15.5,16.4
2020-07-14 06:20:00,16.1,16.3,18.5
2020-07-14 06:30:00,16.4,16.8,19.6
2020-07-14 06:40:00,16.5,17.3,19.9
2020-07-14 06:50:00,16.6,17.4,20.3
2020-07-14 07:00:00,16.8,18.0,20.8
2020-07-14 07:10:00,16.8,18.2,21.1
2020-07-14 07:20:00,16.9,18.3,21.4
2020-07-14 07:30:00,17.3,18.7,22.1
2020-07-14 07:40:00,17.4,19.0,22.6
2020-07-14 07:50:00,17.1,18.6,22.9
2020-07-14 08:00:00,16.7,19.1,23.0
2020-07-14 08:10:00,16.3,19.3,23.4
2020-07-14 08:20:00,16.4,19.8,23.9
2020-07-14 08:30:00,16.3,19.7,24.2
2020-07-14 08:40:00,16.3,20.3,24.5
2020-07-14 08:50:00,16.5,20.5,24.3
2020-07-14 09:00:00,16.6,21.1,24.7
2020-07-14 09:10:00,16.9,20.7,25.0
2020-07-14 09:20:00,17.5,20.9,25.3
2020-07-14 09:30:00,17.5,21.2,25.8
2020-07-14 09:40:00,17.5,21.7,26.7
2020-07-14 09:50:00,17.6,21.8,25.8
2020-07-14 10:00:00,17.3,22.0,26.2
2020-07-14 10:10:00,17.2,22.1,27.1
2020-07-14 10:20:00,17.3,22.2,27.6
2020-07-14 10:30:00,17.3,22.4,25.4
2020-07-14 10:40:00,17.4,22.5,25.1
2020-07-14 10:50:00,17.4,22.8,25.3
2020-07-14 11:00:00,17.0,23.2,27.8
2020-07-14 11:10:00,17.1,22.7,27.0
2020-07-14 11:20:00,16.8,23.2,27.3
2020-07-14 11:30:00,16.7,22.7,28.0
2020-07-14 11:40:00,16.6,22.9,27.3
2020-07-14 11:50:00,16.4,23.5,26.8
2020-07-14 12:00:00,16.1,23.1,26.1
2020-07-14 12:10:00,16.1,23.2,27.7
2020-07-14 12:20:00,15.9,23.0,26.8
2020-07-14 12:30:00,16.0,23.1,28.2
2020-07-14 12:40:00,16.3,23.2,28.3
2020-07-14 12:50:00,16.8,23.3,27.3
2020-07-14 13:00:00,16.9,23.3,27.1
2020-07-14 13:10:00,16.4,23.5,28.2
2020-07-14 13:20:00,16.0,24.2,28.0
2020-07-14 13:30:00,15.7,23.8,28.8
2020-07-14 13:40:00,15.3,23.5,28.2
2020-07-14 13:50:00,14.9,23.7,28.5
2020-07-14 14:00:00,14.3,23.7,28.7
2020-07-14 14:10:00,14.1,24.1,27.0
2020-07-14 14:20:00,13.9,23.7,26.8
2020-07-14 14:30:00,13.9,23.9,27.3
2020-07-14 14:40:00,13.9,23.9,26.8
2020-07-14 14:50:00,13.8,23.7,26.2
2020-07-14 15:00:00,13.7,23.7,25.9
2020-07-14 15:10:00,13.7,24.2,26.0
2020-07-14 15:20:00,13.5,24.1,25.5
2020-07-14 15:30:00,13.6,23.4,25.7
2020-07-14 15:40:00,13.8,23.5,25.5
2020-07-14 15:50:00,14.0,23.2,25.5
2020-07-14 16:00:00,14.1,23.8,25.4
2020-07-14 16:10:00,14.2,23.0,25.3
2020-07-14 16:20:00,14.4,23.1,24.8
2020-07-14 16:30:00,14.1,23.8,24.7
2020-07-14 16:40:00,14.0,23.6,25.0
2020-07-14 16:50:00,14.1,23.0,25.0
2020-07-14 17:00:00,14.1,22.8,25.1
2020-07-14 17:10:00,14.3,23.0,24.7
2020-07-14 17:20:00,14.3,22.6,24.7
2020-07-14 17:30:00,14.4,21.8,24.5
2020-07-14 17:40:00,14.3,20.9,24.4
2020-07-14 17:50:00,14.3,20.5,24.4
2020-07-14 18:00:00,14.2,19.9,24.1
2020-07-14 18:10:00,14.2,19.2,23.9
2020-07-14 18:20:00,14.4,18.7,23.9
2020-07-14 18:30:00,14.4,17.8,23.9
2020-07-14 18:40:00,14.4,17.1,23.4
2020-07-14 18:50:00,14.4,16.5,22.8
2020-07-14 19:00:00,14.4,16.0,22.2
2020-07-14 19:10:00,14.3,15.6,21.5
2020-07-14 19:20:00,14.3,15.3,21.0
2020-07-14 19:30:00,14.3,15.2,20.6
2020-07-14 19:40:00,14.3,14.7,20.1
2020-07-14 19:50:00,14.2,14.4,19.7
2020-07-14 20:00:00,14.2,14.1,19.5
2020-07-14 20:10:00,14.2,13.9,19.4
2020-07-14 20:20:00,14.1,13.6,19.2
2020-07-14 20:30:00,14.1,13.5,19.0
2020-07-14 20:40:00,14.2,13.3,18.9
2020-07-14 20:50:00,14.1,13.0,18.5
2020-07-14 21:00:00,14.1,12.9,18.0
2020-07-14 21:10:00,14.0,12.7,17.8
2020-07-14 21:20:00,14.0,12.8,18.0
2020-07-14 21:30:00,13.9,12.6,18.0
2020-07-14 21:40:00,13.9,12.6,17.1
2020-07-14 21:50:00,13.9,12.2,16.2
2020-07-14 22:00:00,13.8,12.2,15.7
2020-07-14 22:10:00,13.8,12.2,15.5
2020-07-14 22:20:00,13.7,12.0,15.2
2020-07-14 22:30:00,13.4,11.9,15.3
2020-07-14 22:40:00,13.4,11.8,15.3
2020-07-14 22:50:00,13.4,11.7,15.3
2020-07-14 23:00:00,13.4,11.6,15.2
2020-07-14 23:10:00,13.4,11.4,15.0
2020-07-14 23:20:00,13.4,11.2,14.9
2020-07-14 23:30:00,13.4,11.3,15.0
2020-07-14 23:40:00,13.4,11.3,14.9
2020-07-14 23:50:00,13.4,11.1,14.8
2020-07-15 00:00:00,13.1,11.0,14.8
2020-07-15 00:10:00,12.8,10.8,14.8
2020-07-15 00:20:00,12.7,10.7,14.6
2020-07-15 00:30:00,12.6,10.8,14.5
2020-07-15 00:40:00,12.7,10.7,14.5
2020-07-15 00:50:00,12.8,10.8,14.4
2020-07-15 01:00:00,12.9,10.6,14.5
2020-07-15 01:10:00,13.0,10.4,14.7
2020-07-15 01:20:00,13.0,10.3,14.9
2020-07-15 01:30:00,13.0,10.2,15.0
2020-07-15 01:40:00,13.0,10.2,15.0
2020-07-15 01:50:00,13.0,10.1,15.0
2020-07-15 02:00:00,13.1,10.1,14.9
2020-07-15 02:10:00,13.1,10.0,14.8
2020-07-15 02:20:00,13.1,9.9,14.7
2020-07-15 02:30:00,13.2,9.8,14.5
2020-07-15 02:40:00,13.2,10.0,14.6
2020-07-15 02:50:00,13.2,10.1,14.6
2020-07-15 03:00:00,13.2,10.1,14.6
2020-07-15 03:10:00,13.2,10.0,14.6
2020-07-15 03:20:00,13.2,10.4,14.4
2020-07-15 03:30:00,13.2,10.6,14.4
2020-07-15 03:40:00,13.2,10.7,14.3
2020-07-15 03:50:00,13.2,10.8,14.3
2020-07-15 04:00:00,13.2,11.1,14.3
2020-07-15 04:10:00,13.2,11.3,14.3
2020-07-15 04:20:00,13.0,11.5,14.3
2020-07-15 04:30:00,13.0,11.4,14.4
2020-07-15 04:40:00,12.9,11.3,14.4
2020-07-15 04:50:00,12.9,11.7,14.4
2020-07-15 05:00:00,12.8,12.4,14.3
2020-07-15 05:10:00,12.5,13.0,14.0
2020-07-15 05:20:00,12.4,13.2,14.1
2020-07-15 05:30:00,12.9,13.5,14.0
2020-07-15 05:40:00,13.2,13.6,14.0
2020-07-15 05:50:00,13.6,13.7,14.0
2020-07-15 06:00:00,13.7,13.8,14.0
2020-07-15 06:10:00,13.8,14.2,14.1
2020-07-15 06:20:00,13.7,14.6,14.2
2020-07-15 06:30:00,14.0,14.7,14.1
2020-07-15 06:40:00,14.4,14.7,14.2
2020-07-15 06:50:00,15.2,14.7,14.3
2020-07-15 07:00:00,15.3,14.7,14.4
2020-07-15 07:10:00,15.7,14.8,14.7
2020-07-15 07:20:00,14.8,14.9,14.8
2020-07-15 07:30:00,14.9,15.3,14.9
2020-07-15 07:40:00,15.8,15.6,15.2
2020-07-15 07:50:00,15.0,15.8,15.2
2020-07-15 08:00:00,15.1,16.1,15.3
2020-07-15 08:10:00,15.6,16.2,15.2
2020-07-15 08:20:00,16.6,16.3,15.0
2020-07-15 08:30:00,17.0,16.4,15.1
2020-07-15 08:40:00,17.2,16.9,15.1
2020-07-15 08:50:00,16.3,17.4,15.1
2020-07-15 09:00:00,16.8,17.9,15.4
2020-07-15 09:10:00,17.9,17.9,15.4
2020-07-15 09:20:00,18.4,18.3,15.4
2020-07-15 09:30:00,18.7,18.1,15.4
2020-07-15 09:40:00,17.6,18.7,15.8
2020-07-15 09:50:00,18.3,18.2,15.9
2020-07-15 10:00:00,18.1,17.8,16.0
2020-07-15 10:10:00,17.7,17.4,15.9
2020-07-15 10:20:00,19.7,17.4,15.9
2020-07-15 10:30:00,18.6,17.9,15.9
2020-07-15 10:40:00,17.5,18.3,15.8
2020-07-15 10:50:00,18.0,18.6,15.9
2020-07-15 11:00:00,18.1,18.4,15.7
2020-07-15 11:10:00,18.4,19.7,15.8
2020-07-15 11:20:00,18.2,20.9,15.6
2020-07-15 11:30:00,18.1,20.4,15.8
2020-07-15 11:40:00,17.6,20.8,16.2
2020-07-15 11:50:00,16.9,21.7,16.7
2020-07-15 12:00:00,17.4,22.0,17.2
2020-07-15 12:10:00,18.0,20.9,17.8
2020-07-15 12:20:00,17.5,21.6,17.9
2020-07-15 12:30:00,17.5,22.5,19.1
2020-07-15 12:40:00,17.2,22.3,19.0
2020-07-15 12:50:00,16.9,22.8,19.2
2020-07-15 13:00:00,17.0,22.8,19.3
2020-07-15 13:10:00,16.9,21.1,19.2
2020-07-15 13:20:00,17.5,21.9,19.5
2020-07-15 13:30:00,18.0,21.9,19.6
2020-07-15 13:40:00,18.8,21.8,20.7
2020-07-15 13:50:00,19.6,22.7,20.6
2020-07-15 14:00:00,18.5,21.4,20.6
2020-07-15 14:10:00,19.2,21.5,20.5
2020-07-15 14:20:00,19.2,21.5,21.3
2020-07-15 14:30:00,19.5,21.3,20.4
2020-07-15 14:40:00,18.0,20.5,20.4
2020-07-15 14:50:00,18.0,20.9,20.7
2020-07-15 15:00:00,18.3,21.2,20.9
2020-07-15 15:10:00,18.1,20.6,20.5
2020-07-15 15:20:00,18.8,20.4,20.7
2020-07-15 15:30:00,18.8,22.1,20.6
2020-07-15 15:40:00,20.1,22.1,20.6
2020-07-15 15:50:00,19.4,20.7,20.5
2020-07-15 16:00:00,19.5,20.0,20.7
2020-07-15 16:10:00,18.3,20.4,21.1
2020-07-15 16:20:00,18.0,20.1,21.0
2020-07-15 16:30:00,17.9,19.5,20.6
2020-07-15 16:40:00,18.5,19.3,20.6
2020-07-15 16:50:00,17.2,19.3,21.4
2020-07-15 17:00:00,17.6,19.2,21.0
2020-07-15 17:10:00,17.2,19.1,20.0
2020-07-15 17:20:00,17.1,18.8,19.6
2020-07-15 17:30:00,16.9,18.5,19.0
2020-07-15 17:40:00,16.8,18.3,18.5
2020-07-15 17:50:00,16.8,18.1,18.7
2020-07-15 18:00:00,16.7,18.0,18.4
2020-07-15 18:10:00,16.6,18.0,18.3
2020-07-15 18:20:00,16.5,17.9,18.1
2020-07-15 18:30:00,16.2,17.8,17.5
2020-07-15 18:40:00,16.1,17.6,17.1
2020-07-15 18:50:00,16.0,17.4,16.6
2020-07-15 19:00:00,15.8,16.6,16.3
2020-07-15 19:10:00,15.7,16.3,16.2
2020-07-15 19:20:00,15.4,16.2,16.1
2020-07-15 19:30:00,15.3,16.0,15.9
2020-07-15 19:40:00,15.1,16.0,16.1
2020-07-15 19:50:00,14.9,15.8,15.9
2020-07-15 20:00:00,14.8,15.8,16.0
2020-07-15 20:10:00,14.6,15.9,15.9
2020-07-15 20:20:00,14.4,16.0,15.8
2020-07-15 20:30:00,14.0,15.8,15.7
2020-07-15 20:40:00,13.7,15.9,15.7
2020-07-15 20:50:00,13.3,15.8,15.6
2020-07-15 21:00:00,12.9,15.6,15.7
2020-07-15 21:10:00,12.6,15.8,15.6
2020-07-15 21:20:00,12.1,15.6,15.6
2020-07-15 21:30:00,11.6,15.6,15.5
2020-07-15 21:40:00,11.5,15.6,15.6
2020-07-15 21:50:00,11.4,15.5,15.5
2020-07-15 22:00:00,11.3,15.5,15.5
2020-07-15 22:10:00,11.1,15.6,15.4
2020-07-15 22:20:00,10.8,15.8,15.3
2020-07-15 22:30:00,10.7,15.9,15.2
2020-07-15 22:40:00,10.8,15.7,15.2
2020-07-15 22:50:00,10.7,15.6,15.1
2020-07-15 23:00:00,10.4,15.5,14.8
2020-07-15 23:10:00,10.4,15.4,14.4
2020-07-15 23:20:00,10.7,15.4,14.3
2020-07-15 23:30:00,10.5,15.4,14.2
2020-07-15 23:40:00,10.3,15.4,14.1
2020-07-15 23:50:00,10.4,15.2,13.9
2020-07-16 00:00:00,10.7,15.2,13.7
2020-07-16 00:10:00,10.8,15.2,13.6
2020-07-16 00:20:00,10.6,15.2,13.5
2020-07-16 00:30:00,10.6,15.3,13.5
2020-07-16 00:40:00,10.7,15.2,13.5
2020-07-16 00:50:00,10.4,15.1,13.5
2020-07-16 01:00:00,10.1,14.9,13.5
2020-07-16 01:10:00,9.8,14.7,13.4
2020-07-16 01:20:00,9.8,14.7,13.4
2020-07-16 01:30:00,9.7,14.5,13.5
2020-07-16 01:40:00,10.0,14.3,13.5
2020-07-16 01:50:00,10.0,14.0,13.5
2020-07-16 02:00:00,9.7,13.9,13.6
2020-07-16 02:10:00,9.6,13.9,13.5
2020-07-16 02:20:00,9.6,14.1,13.6
2020-07-16 02:30:00,9.6,13.9,13.6
2020-07-16 02:40:00,9.7,13.7,13.6
2020-07-16 02:50:00,9.9,13.7,13.7
2020-07-16 03:00:00,9.9,13.8,13.9
2020-07-16 03:10:00,9.7,13.8,13.8
2020-07-16 03:20:00,9.5,13.8,14.1
2020-07-16 03:30:00,9.7,13.7,14.1
2020-07-16 03:40:00,9.4,13.5,14.1
2020-07-16 03:50:00,9.9,13.4,14.1
2020-07-16 04:00:00,10.4,13.3,14.5
2020-07-16 04:10:00,10.9,13.4,14.3
2020-07-16 04:20:00,11.2,13.5,14.7
2020-07-16 04:30:00,11.6,13.6,14.6
2020-07-16 04:40:00,11.7,13.8,14.6
2020-07-16 04:50:00,12.3,14.0,14.7
2020-07-16 05:00:00,12.6,14.2,14.7
2020-07-16 05:10:00,13.1,14.3,14.8
2020-07-16 05:20:00,13.3,14.4,14.7
2020-07-16 05:30:00,13.4,14.6,14.8
2020-07-16 05:40:00,13.5,14.7,14.8
2020-07-16 05:50:00,13.7,14.8,14.9
2020-07-16 06:00:00,13.7,15.0,15.0
2020-07-16 06:10:00,13.9,15.3,14.9
2020-07-16 06:20:00,14.1,15.5,14.9
2020-07-16 06:30:00,14.1,15.6,15.0
2020-07-16 06:40:00,14.6,15.7,15.2
2020-07-16 06:50:00,14.8,15.8,15.5
2020-07-16 07:00:00,15.0,16.4,15.7
2020-07-16 07:10:00,15.2,16.3,15.4
2020-07-16 07:20:00,15.4,16.3,15.5
2020-07-16 07:30:00,15.7,16.3,15.5
2020-07-16 07:40:00,16.4,16.6,15.3
2020-07-16 07:50:00,16.9,16.8,15.3
2020-07-16 08:00:00,16.6,16.7,15.1
2020-07-16 08:10:00,16.9,16.2,15.2
2020-07-16 08:20:00,17.8,14.6,15.2
2020-07-16 08:30:00,18.1,14.3,15.2
2020-07-16 08:40:00,18.1,14.2,14.9
2020-07-16 08:50:00,17.6,14.6,14.8
2020-07-16 09:00:00,17.2,14.8,15.0
2020-07-16 09:10:00,16.8,14.9,15.1
2020-07-16 09:20:00,17.0,14.9,15.0
2020-07-16 09:30:00,17.3,14.7,15.2
2020-07-16 09:40:00,18.1,15.3,15.6
2020-07-16 09:50:00,18.8,15.0,15.8
2020-07-16 10:00:00,18.1,15.1,15.9
2020-07-16 10:10:00,19.8,14.7,15.9
2020-07-16 10:20:00,19.0,14.7,15.8
2020-07-16 10:30:00,18.6,14.6,16.0
2020-07-16 10:40:00,19.2,14.5,16.1
2020-07-16 10:50:00,18.8,14.5,16.6
2020-07-16 11:00:00,18.4,14.4,17.4
2020-07-16 11:10:00,18.4,14.8,17.2
2020-07-16 11:20:00,18.4,15.2,17.4
2020-07-16 11:30:00,18.9,15.2,17.0
2020-07-16 11:40:00,19.2,15.2,17.3
2020-07-16 11:50:00,19.0,15.4,16.8
2020-07-16 12:00:00,19.7,15.4,17.3
2020-07-16 12:10:00,19.7,15.4,17.6
2020-07-16 12:20:00,19.8,15.1,16.9
2020-07-16 12:30:00,19.5,15.3,16.4
2020-07-16 12:40:00,19.1,15.4,16.4
2020-07-16 12:50:00,18.9,15.2,16.2
2020-07-16 13:00:00,18.4,15.5,16.0
2020-07-16 13:10:00,18.2,15.3,15.8
2020-07-16 13:20:00,18.2,15.3,15.8
2020-07-16 13:30:00,18.1,15.4,16.3
2020-07-16 13:40:00,18.5,15.3,16.7
2020-07-16 13:50:00,18.6,15.6,16.8
2020-07-16 14:00:00,19.0,15.4,16.8
2020-07-16 14:10:00,19.1,15.8,16.8
2020-07-16 14:20:00,19.2,15.6,16.5
2020-07-16 14:30:00,19.1,15.5,16.4
2020-07-16 14:40:00,19.1,15.4,16.3
2020-07-16 14:50:00,19.7,15.3,16.3
2020-07-16 15:00:00,19.3,15.4,16.7
2020-07-16 15:10:00,19.6,15.4,16.8
2020-07-16 15:20:00,19.9,15.3,17.0
2020-07-16 15:30:00,19.4,15.2,16.4
2020-07-16 15:40:00,19.4,15.3,16.1
2020-07-16 15:50:00,20.0,15.0,16.6
2020-07-16 16:00:00,19.3,15.0,16.7
2020-07-16 16:10:00,19.8,14.9,16.8
2020-07-16 16:20:00,20.5,14.9,16.8
2020-07-16 16:30:00,20.6,15.0,16.5
2020-07-16 16:40:00,19.9,14.8,16.4
2020-07-16 16:50:00,19.9,14.6,16.7
2020-07-16 17:00:00,19.4,14.5,16.2
2020-07-16 17:10:00,19.9,14.3,15.4
2020-07-16 17:20:00,20.5,14.2,15.5
2020-07-16 17:30:00,19.7,14.3,15.6
2020-07-16 17:40:00,19.5,14.2,15.8
2020-07-16 17:50:00,19.4,14.2,15.8
2020-07-16 18:00:00,19.2,14.3,15.9
2020-07-16 18:10:00,18.8,14.2,16.0
2020-07-16 18:20:00,18.5,14.1,15.9
2020-07-16 18:30:00,18.9,14.1,15.8
2020-07-16 18:40:00,19.3,14.0,15.7
2020-07-16 18:50:00,18.7,14.0,15.6
